Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Observation
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,2865
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,171
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,129
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,61
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),1287
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,2015
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,4668
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,16909
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1720
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,875
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,633
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),15047
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,2059
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,569
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,3466
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,206
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,169
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,81
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),1304
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,770
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,-8,Does not apply,14
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,32
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,9
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),24
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,21
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,-8,Does not apply,873
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,3501
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,162
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,138
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,55
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),1407
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,454
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,416
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,2186
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,237
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,126
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,45
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),816
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,347
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,236
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,1714
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,71
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,37
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),482
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,76
E12000003,Yorkshire and The Humber,16,British Overseas Territories,-8,Does not apply,20
E12000003,Yorkshire and The Humber,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,14
E12000003,Yorkshire and The Humber,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,8
E12000003,Yorkshire and The Humber,16,British Overseas Territories,3,Economically active and a full-time student: In employment,1
E12000003,Yorkshire and The Humber,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E12000003,Yorkshire and The Humber,16,British Overseas Territories,5,Economically inactive (excluding full-time students),12
E12000003,Yorkshire and The Humber,16,British Overseas Territories,6,Economically inactive and a full-time student,5
E12000003,Yorkshire and The Humber,17,No passport held,-8,Does not apply,269438
E12000003,Yorkshire and The Humber,17,No passport held,1,Economically active (excluding full-time students): In employment,160820
E12000003,Yorkshire and The Humber,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,24878
E12000003,Yorkshire and The Humber,17,No passport held,3,Economically active and a full-time student: In employment,3104
E12000003,Yorkshire and The Humber,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2025
E12000003,Yorkshire and The Humber,17,No passport held,5,Economically inactive (excluding full-time students),357325
E12000003,Yorkshire and The Humber,17,No passport held,6,Economically inactive and a full-time student,22820
E12000004,East Midlands,-8,Does not apply,-8,Does not apply,0
E12000004,East Midlands,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000004,East Midlands,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000004,East Midlands,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000004,East Midlands,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000004,East Midlands,-8,Does not apply,5,Economically inactive (excluding full-time students),0
E12000004,East Midlands,-8,Does not apply,6,Economically inactive and a full-time student,0
E12000004,East Midlands,1,Europe: United Kingdom,-8,Does not apply,567495
E12000004,East Midlands,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,1803393
E12000004,East Midlands,1,Europe: United Kingdom,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,65281
E12000004,East Midlands,1,Europe: United Kingdom,3,Economically active and a full-time student: In employment,47858
E12000004,East Midlands,1,Europe: United Kingdom,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,14809
E12000004,East Midlands,1,Europe: United Kingdom,5,Economically inactive (excluding full-time students),954039
E12000004,East Midlands,1,Europe: United Kingdom,6,Economically inactive and a full-time student,144173
E12000004,East Midlands,2,Europe: Ireland,-8,Does not apply,1303
E12000004,East Midlands,2,Europe: Ireland,1,Economically active (excluding full-time students): In employment,8370
E12000004,East Midlands,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,327
E12000004,East Midlands,2,Europe: Ireland,3,Economically active and a full-time student: In employment,246
E12000004,East Midlands,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,69
E12000004,East Midlands,2,Europe: Ireland,5,Economically inactive (excluding full-time students),6453
E12000004,East Midlands,2,Europe: Ireland,6,Economically inactive and a full-time student,737
E12000004,East Midlands,3,Europe: Other Europe: EU Member countries,-8,Does not apply,54438
E12000004,East Midlands,3,Europe: Other Europe: EU Member countries,1,Economically active (excluding full-time students): In employment,173767
E12000004,East Midlands,3,Europe: Other Europe: EU Member countries,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7098
E12000004,East Midlands,3,Europe: Other Europe: EU Member countries,3,Economically active and a full-time student: In employment,7268
E12000004,East Midlands,3,Europe: Other Europe: EU Member countries,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1777
E12000004,East Midlands,3,Europe: Other Europe: EU Member countries,5,Economically inactive (excluding full-time students),30198
E12000004,East Midlands,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,13361
E12000004,East Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,1154
E12000004,East Midlands,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,4011
E12000004,East Midlands,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,325
E12000004,East Midlands,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,106
E12000004,East Midlands,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,39
E12000004,East Midlands,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),1659
E12000004,East Midlands,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,426
E12000004,East Midlands,5,Africa: North Africa,-8,Does not apply,870
E12000004,East Midlands,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,1149
E12000004,East Midlands,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,211
E12000004,East Midlands,5,Africa: North Africa,3,Economically active and a full-time student: In employment,62
E12000004,East Midlands,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,49
E12000004,East Midlands,5,Africa: North Africa,5,Economically inactive (excluding full-time students),808
E12000004,East Midlands,5,Africa: North Africa,6,Economically inactive and a full-time student,343
E12000004,East Midlands,6,Africa: Central and Western Africa,-8,Does not apply,1688
E12000004,East Midlands,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,5720
E12000004,East Midlands,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,473
E12000004,East Midlands,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,916
E12000004,East Midlands,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,371
E12000004,East Midlands,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),1310
E12000004,East Midlands,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,1029
E12000004,East Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,853
E12000004,East Midlands,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,5501
E12000004,East Midlands,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,403
E12000004,East Midlands,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,426
E12000004,East Midlands,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,117
E12000004,East Midlands,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),1537
E12000004,East Midlands,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,695
E12000004,East Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,974
E12000004,East Midlands,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,788
E12000004,East Midlands,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,141
E12000004,East Midlands,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,83
E12000004,East Midlands,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,64
E12000004,East Midlands,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),874
E12000004,East Midlands,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,1160
E12000004,East Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,505
E12000004,East Midlands,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,2556
E12000004,East Midlands,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,147
E12000004,East Midlands,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,106
E12000004,East Midlands,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,48
E12000004,East Midlands,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),1017
E12000004,East Midlands,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,1540
E12000004,East Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,6049
E12000004,East Midlands,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,21813
E12000004,East Midlands,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1624
E12000004,East Midlands,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,1637
E12000004,East Midlands,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,774
E12000004,East Midlands,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),14400
E12000004,East Midlands,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,2583
E12000004,East Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,489
E12000004,East Midlands,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,3446
E12000004,East Midlands,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,196
E12000004,East Midlands,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,147
E12000004,East Midlands,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,64
E12000004,East Midlands,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),1138
E12000004,East Midlands,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,612
E12000004,East Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,25
E12000004,East Midlands,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,49
E12000004,East Midlands,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E12000004,East Midlands,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,5
E12000004,East Midlands,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E12000004,East Midlands,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),24
E12000004,East Midlands,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,7
E12000004,East Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,879
E12000004,East Midlands,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,3303
E12000004,East Midlands,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,180
E12000004,East Midlands,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,110
E12000004,East Midlands,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,28
E12000004,East Midlands,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),1572
E12000004,East Midlands,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,325
E12000004,East Midlands,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,347
E12000004,East Midlands,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,2517
E12000004,East Midlands,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,232
E12000004,East Midlands,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,101
E12000004,East Midlands,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,32
E12000004,East Midlands,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),858
E12000004,East Midlands,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,304
E12000004,East Midlands,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,167
E12000004,East Midlands,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,1499
E12000004,East Midlands,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,50
E12000004,East Midlands,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,19
E12000004,East Midlands,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E12000004,East Midlands,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),449
E12000004,East Midlands,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,59
E12000004,East Midlands,16,British Overseas Territories,-8,Does not apply,14
E12000004,East Midlands,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,20
E12000004,East Midlands,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,10
E12000004,East Midlands,16,British Overseas Territories,3,Economically active and a full-time student: In employment,2
E12000004,East Midlands,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000004,East Midlands,16,British Overseas Territories,5,Economically inactive (excluding full-time students),20
E12000004,East Midlands,16,British Overseas Territories,6,Economically inactive and a full-time student,8
E12000004,East Midlands,17,No passport held,-8,Does not apply,242496
E12000004,East Midlands,17,No passport held,1,Economically active (excluding full-time students): In employment,160505
E12000004,East Midlands,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,18680
E12000004,East Midlands,17,No passport held,3,Economically active and a full-time student: In employment,3097
E12000004,East Midlands,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1661
E12000004,East Midlands,17,No passport held,5,Economically inactive (excluding full-time students),319245
E12000004,East Midlands,17,No passport held,6,Economically inactive and a full-time student,19424
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000005,West Midlands,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000005,West Midlands,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000005,West Midlands,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000005,West Midlands,-8,Does not apply,5,Economically inactive (excluding full-time students),0
E12000005,West Midlands,-8,Does not apply,6,Economically inactive and a full-time student,0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,749894
E12000005,West Midlands,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,2119707
E12000005,West Midlands,1,Europe: United Kingdom,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,104717
E12000005,West Midlands,1,Europe: United Kingdom,3,Economically active and a full-time student: In employment,56613
E12000005,West Midlands,1,Europe: United Kingdom,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,20241
E12000005,West Midlands,1,Europe: United Kingdom,5,Economically inactive (excluding full-time students),1172462
E12000005,West Midlands,1,Europe: United Kingdom,6,Economically inactive and a full-time student,190454
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,1890
E12000005,West Midlands,2,Europe: Ireland,1,Economically active (excluding full-time students): In employment,11928
E12000005,West Midlands,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,533
E12000005,West Midlands,2,Europe: Ireland,3,Economically active and a full-time student: In employment,313
E12000005,West Midlands,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,142
E12000005,West Midlands,2,Europe: Ireland,5,Economically inactive (excluding full-time students),13500
E12000005,West Midlands,2,Europe: Ireland,6,Economically inactive and a full-time student,1063
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,-8,Does not apply,65013
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Economically active (excluding full-time students): In employment,161848
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9983
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,3,Economically active and a full-time student: In employment,10386
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2651
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,5,Economically inactive (excluding full-time students),32320
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,18068
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,2671
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,4491
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,564
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,199
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,117
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),2218
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,849
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,1305
E12000005,West Midlands,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,1434
E12000005,West Midlands,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,334
E12000005,West Midlands,5,Africa: North Africa,3,Economically active and a full-time student: In employment,74
E12000005,West Midlands,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,67
E12000005,West Midlands,5,Africa: North Africa,5,Economically inactive (excluding full-time students),1301
E12000005,West Midlands,5,Africa: North Africa,6,Economically inactive and a full-time student,526
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,2698
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,8807
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1219
E12000005,West Midlands,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,1261
E12000005,West Midlands,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,602
E12000005,West Midlands,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),2792
E12000005,West Midlands,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,1798
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,1095
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,5718
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,605
E12000005,West Midlands,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,415
E12000005,West Midlands,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,153
E12000005,West Midlands,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),1815
E12000005,West Midlands,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,942
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,1024
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,1313
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,303
E12000005,West Midlands,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,87
