Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Disability (3 categories) Code,Disability (3 categories),Observation
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,99
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,2766
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,5
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,166
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,6
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,123
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,3
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,58
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,110
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,1177
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,61
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1954
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,Disabled under the Equality Act,105
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,Not disabled under the Equality Act,4560
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,628
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,16281
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,88
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,1632
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,29
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,846
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,13
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,620
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,2470
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,12577
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,102
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1957
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,Disabled under the Equality Act,10
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,Not disabled under the Equality Act,559
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,101
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,3365
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,9
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,196
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,12
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,158
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,7
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,74
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,124
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,1180
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,51
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,719
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,-8,Does not apply,1,Disabled under the Equality Act,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,-8,Does not apply,2,Not disabled under the Equality Act,14
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,5
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,27
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,9
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,1
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,8
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,3
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,3
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,21
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,0
E12000003,Yorkshire and The Humber,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,21
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,-8,Does not apply,1,Disabled under the Equality Act,29
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,-8,Does not apply,2,Not disabled under the Equality Act,844
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,361
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,3140
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,25
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,139
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,29
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,109
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,16
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,39
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,371
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,1036
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,94
E12000003,Yorkshire and The Humber,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,359
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,1,Disabled under the Equality Act,16
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,2,Not disabled under the Equality Act,400
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,134
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,2052
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,22
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,215
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,19
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,107
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,6
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,39
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,183
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,633
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,44
E12000003,Yorkshire and The Humber,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,300
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,1,Disabled under the Equality Act,3
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,2,Not disabled under the Equality Act,233
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,132
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,1582
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,5
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,67
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,1
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,36
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,1
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,4
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,123
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,359
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,-8,Does not apply,0
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,1,Disabled under the Equality Act,12
E12000003,Yorkshire and The Humber,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,64
E12000003,Yorkshire and The Humber,16,British Overseas Territories,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,-8,Does not apply,1,Disabled under the Equality Act,1
E12000003,Yorkshire and The Humber,16,British Overseas Territories,-8,Does not apply,2,Not disabled under the Equality Act,19
E12000003,Yorkshire and The Humber,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,4
E12000003,Yorkshire and The Humber,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,10
E12000003,Yorkshire and The Humber,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,8
E12000003,Yorkshire and The Humber,16,British Overseas Territories,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,1
E12000003,Yorkshire and The Humber,16,British Overseas Territories,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,2
E12000003,Yorkshire and The Humber,16,British Overseas Territories,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,3
E12000003,Yorkshire and The Humber,16,British Overseas Territories,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,9
E12000003,Yorkshire and The Humber,16,British Overseas Territories,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,0
E12000003,Yorkshire and The Humber,16,British Overseas Territories,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,5
E12000003,Yorkshire and The Humber,17,No passport held,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,17,No passport held,-8,Does not apply,1,Disabled under the Equality Act,21485
E12000003,Yorkshire and The Humber,17,No passport held,-8,Does not apply,2,Not disabled under the Equality Act,247953
E12000003,Yorkshire and The Humber,17,No passport held,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,17,No passport held,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,27271
E12000003,Yorkshire and The Humber,17,No passport held,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,133549
E12000003,Yorkshire and The Humber,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,5480
E12000003,Yorkshire and The Humber,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,19398
E12000003,Yorkshire and The Humber,17,No passport held,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000003,Yorkshire and The Humber,17,No passport held,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,497
E12000003,Yorkshire and The Humber,17,No passport held,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,2607
E12000003,Yorkshire and The Humber,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000003,Yorkshire and The Humber,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,317
E12000003,Yorkshire and The Humber,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,1708
E12000003,Yorkshire and The Humber,17,No passport held,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000003,Yorkshire and The Humber,17,No passport held,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,190896
E12000003,Yorkshire and The Humber,17,No passport held,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,166429
E12000003,Yorkshire and The Humber,17,No passport held,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000003,Yorkshire and The Humber,17,No passport held,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,5711
E12000003,Yorkshire and The Humber,17,No passport held,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,17109
E12000004,East Midlands,-8,Does not apply,-8,Does not apply,-8,Does not apply,0
E12000004,East Midlands,-8,Does not apply,-8,Does not apply,1,Disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,-8,Does not apply,2,Not disabled under the Equality Act,0
