England and Wales Code,England and Wales,Highest level of qualification (8 categories) Code,Highest level of qualification (8 categories),Passports held (18 categories) Code,Passports held (18 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Disability (3 categories) Code,Disability (3 categories),Observation
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,392
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,13
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,215
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,9
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,221
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,18
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,233
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,9,9. Elementary occupations,1,Disabled under the Equality Act,24
K04000001,England and Wales,0,No qualifications,8,Middle East and Asia: Middle East,9,9. Elementary occupations,2,Not disabled under the Equality Act,490
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,Disabled under the Equality Act,577
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,Not disabled under the Equality Act,7883
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,22
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,1021
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,1,Disabled under the Equality Act,6
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,434
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,7
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,353
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,8
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,323
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,115
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,3619
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,12
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,266
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,23
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,626
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,8
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,167
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,43
K04000001,England and Wales,0,No qualifications,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,1268
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,Disabled under the Equality Act,20520
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,Not disabled under the Equality Act,79128
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,107
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,2118
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,2,2. Professional occupations,1,Disabled under the Equality Act,36
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,1004
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,38
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,755
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,75
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,1213
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,314
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,7234
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,156
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,3391
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,286
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,5637
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,369
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,8725
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,642
K04000001,England and Wales,0,No qualifications,10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,14718
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,Disabled under the Equality Act,910
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,Not disabled under the Equality Act,7319
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,14
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,344
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,2,2. Professional occupations,1,Disabled under the Equality Act,8
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,468
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,5
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,279
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,9
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,278
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,47
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,1639
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,66
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,2740
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,20
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,566
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,11
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,440
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,102
K04000001,England and Wales,0,No qualifications,11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,3040
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,-8,Does not apply,1,Disabled under the Equality Act,14
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,-8,Does not apply,2,Not disabled under the Equality Act,196
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,9
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,2,2. Professional occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,12
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,1
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,7
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,8
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,1
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,20
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,1
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,13
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,1
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,13
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,21
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,4
K04000001,England and Wales,0,No qualifications,12,Middle East and Asia: Central Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,27
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,-8,Does not apply,1,Disabled under the Equality Act,1186
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,-8,Does not apply,2,Not disabled under the Equality Act,4909
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,35
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,788
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,2,2. Professional occupations,1,Disabled under the Equality Act,30
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,2,2. Professional occupations,2,Not disabled under the Equality Act,704
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,70
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,1662
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,31
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,565
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,5,5. Skilled trades occupations,1,Disabled under the Equality Act,27
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,650
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,23
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,269
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,39
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,317
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,14
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,246
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,9,9. Elementary occupations,1,Disabled under the Equality Act,37
K04000001,England and Wales,0,No qualifications,13,The Americas and the Caribbean: North America,9,9. Elementary occupations,2,Not disabled under the Equality Act,500
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,1,Disabled under the Equality Act,2300
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,2,Not disabled under the Equality Act,8270
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,27
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,452
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,2,2. Professional occupations,1,Disabled under the Equality Act,11
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,2,2. Professional occupations,2,Not disabled under the Equality Act,284
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,18
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,399
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,11
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,269
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,5,5. Skilled trades occupations,1,Disabled under the Equality Act,63
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,1625
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,154
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,1881
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,34
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,539
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,68
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,1858
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,9,9. Elementary occupations,1,Disabled under the Equality Act,339
K04000001,England and Wales,0,No qualifications,14,The Americas and the Caribbean: Central and South America,9,9. Elementary occupations,2,Not disabled under the Equality Act,5776
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,1,Disabled under the Equality Act,381
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,2,Not disabled under the Equality Act,1344
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,17
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,389
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",2,2. Professional occupations,1,Disabled under the Equality Act,16
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",2,2. Professional occupations,2,Not disabled under the Equality Act,220
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,15
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,383
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,10
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,197
