,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E12000008,South East,15,"Antarctica and Oceania, including Australasia",1,Disabled under the Equality Act,9,9. Elementary occupations,29
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Not disabled under the Equality Act,-8,Does not apply,3481
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",1717
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Not disabled under the Equality Act,2,2. Professional occupations,2826
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,1381
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,617
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Not disabled under the Equality Act,5,5. Skilled trades occupations,541
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",483
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,273
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",178
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Not disabled under the Equality Act,9,9. Elementary occupations,277
E12000008,South East,16,British Overseas Territories,-8,Does not apply,-8,Does not apply,0
E12000008,South East,16,British Overseas Territories,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000008,South East,16,British Overseas Territories,-8,Does not apply,2,2. Professional occupations,0
E12000008,South East,16,British Overseas Territories,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000008,South East,16,British Overseas Territories,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000008,South East,16,British Overseas Territories,-8,Does not apply,5,5. Skilled trades occupations,0
E12000008,South East,16,British Overseas Territories,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000008,South East,16,British Overseas Territories,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000008,South East,16,British Overseas Territories,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000008,South East,16,British Overseas Territories,-8,Does not apply,9,9. Elementary occupations,0
E12000008,South East,16,British Overseas Territories,1,Disabled under the Equality Act,-8,Does not apply,4
E12000008,South East,16,British Overseas Territories,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",0
E12000008,South East,16,British Overseas Territories,1,Disabled under the Equality Act,2,2. Professional occupations,2
E12000008,South East,16,British Overseas Territories,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,1
E12000008,South East,16,British Overseas Territories,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,0
E12000008,South East,16,British Overseas Territories,1,Disabled under the Equality Act,5,5. Skilled trades occupations,0
E12000008,South East,16,British Overseas Territories,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",0
E12000008,South East,16,British Overseas Territories,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,0
E12000008,South East,16,British Overseas Territories,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",0
E12000008,South East,16,British Overseas Territories,1,Disabled under the Equality Act,9,9. Elementary occupations,1
E12000008,South East,16,British Overseas Territories,2,Not disabled under the Equality Act,-8,Does not apply,30
E12000008,South East,16,British Overseas Territories,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",4
E12000008,South East,16,British Overseas Territories,2,Not disabled under the Equality Act,2,2. Professional occupations,3
E12000008,South East,16,British Overseas Territories,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,3
E12000008,South East,16,British Overseas Territories,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,5
E12000008,South East,16,British Overseas Territories,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,1
E12000008,South East,16,British Overseas Territories,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",3
E12000008,South East,16,British Overseas Territories,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,1
E12000008,South East,16,British Overseas Territories,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",2
E12000008,South East,16,British Overseas Territories,2,Not disabled under the Equality Act,9,9. Elementary occupations,3
E12000008,South East,17,No passport held,-8,Does not apply,-8,Does not apply,0
E12000008,South East,17,No passport held,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000008,South East,17,No passport held,-8,Does not apply,2,2. Professional occupations,0
E12000008,South East,17,No passport held,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000008,South East,17,No passport held,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000008,South East,17,No passport held,-8,Does not apply,5,5. Skilled trades occupations,0
E12000008,South East,17,No passport held,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000008,South East,17,No passport held,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000008,South East,17,No passport held,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000008,South East,17,No passport held,-8,Does not apply,9,9. Elementary occupations,0
E12000008,South East,17,No passport held,1,Disabled under the Equality Act,-8,Does not apply,248642
E12000008,South East,17,No passport held,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",2185
E12000008,South East,17,No passport held,1,Disabled under the Equality Act,2,2. Professional occupations,2425
E12000008,South East,17,No passport held,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,2780
E12000008,South East,17,No passport held,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,2939
E12000008,South East,17,No passport held,1,Disabled under the Equality Act,5,5. Skilled trades occupations,4159
E12000008,South East,17,No passport held,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",5335
E12000008,South East,17,No passport held,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,4510
E12000008,South East,17,No passport held,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",2803
E12000008,South East,17,No passport held,1,Disabled under the Equality Act,9,9. Elementary occupations,6576
E12000008,South East,17,No passport held,2,Not disabled under the Equality Act,-8,Does not apply,559858
E12000008,South East,17,No passport held,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",10815
E12000008,South East,17,No passport held,2,Not disabled under the Equality Act,2,2. Professional occupations,11275
E12000008,South East,17,No passport held,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,11755
E12000008,South East,17,No passport held,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,11274
E12000008,South East,17,No passport held,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,25830
E12000008,South East,17,No passport held,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",21587
E12000008,South East,17,No passport held,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,17612
E12000008,South East,17,No passport held,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",16818
E12000008,South East,17,No passport held,2,Not disabled under the Equality Act,9,9. Elementary occupations,34517
E12000009,South West,-8,Does not apply,-8,Does not apply,-8,Does not apply,0
E12000009,South West,-8,Does not apply,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,-8,Does not apply,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,-8,Does not apply,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,-8,Does not apply,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,-8,Does not apply,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,-8,Does not apply,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,-8,Does not apply,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,-8,Does not apply,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,-8,Does not apply,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,-8,Does not apply,1,Disabled under the Equality Act,-8,Does not apply,0
E12000009,South West,-8,Does not apply,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",0
E12000009,South West,-8,Does not apply,1,Disabled under the Equality Act,2,2. Professional occupations,0
E12000009,South West,-8,Does not apply,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,0
E12000009,South West,-8,Does not apply,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,0
E12000009,South West,-8,Does not apply,1,Disabled under the Equality Act,5,5. Skilled trades occupations,0
E12000009,South West,-8,Does not apply,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,-8,Does not apply,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,0
E12000009,South West,-8,Does not apply,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",0
E12000009,South West,-8,Does not apply,1,Disabled under the Equality Act,9,9. Elementary occupations,0
E12000009,South West,-8,Does not apply,2,Not disabled under the Equality Act,-8,Does not apply,0
E12000009,South West,-8,Does not apply,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",0
E12000009,South West,-8,Does not apply,2,Not disabled under the Equality Act,2,2. Professional occupations,0
E12000009,South West,-8,Does not apply,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,0
E12000009,South West,-8,Does not apply,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,0
E12000009,South West,-8,Does not apply,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,0
E12000009,South West,-8,Does not apply,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,-8,Does not apply,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,0
E12000009,South West,-8,Does not apply,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",0
E12000009,South West,-8,Does not apply,2,Not disabled under the Equality Act,9,9. Elementary occupations,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,-8,Does not apply,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,-8,Does not apply,491794
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",27172
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,2,2. Professional occupations,41695
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,31748
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,26245
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,5,5. Skilled trades occupations,23930
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",28972
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,22981
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",12962
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,9,9. Elementary occupations,23251
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,-8,Does not apply,1617336
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",285083
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,2,2. Professional occupations,416491
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,276336
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,196376
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,247560
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",185993
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,143317
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",114023
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,9,9. Elementary occupations,164278
E12000009,South West,2,Europe: Ireland,-8,Does not apply,-8,Does not apply,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,-8,Does not apply,2548
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",115
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,2,2. Professional occupations,279
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,161
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,93
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,5,5. Skilled trades occupations,72
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",102
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,72
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",47
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,9,9. Elementary occupations,98
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,-8,Does not apply,7132
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",1669
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,2,2. Professional occupations,3381
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,1393
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,775
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,828
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",779
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,468
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",404
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,9,9. Elementary occupations,615
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,-8,Does not apply,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,-8,Does not apply,7743
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",520
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,2,2. Professional occupations,1009
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,697
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,478
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,5,5. Skilled trades occupations,618
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",982
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,506
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",735
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,9,9. Elementary occupations,1478
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,-8,Does not apply,62640
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",10479
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,2,2. Professional occupations,19965
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,11223
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,8091
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,15486
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",15668
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,8109
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",21821
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,9,9. Elementary occupations,31136
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,-8,Does not apply,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,-8,Does not apply,351
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",19
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,2,2. Professional occupations,40
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,32
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,14
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,5,5. Skilled trades occupations,16
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",17
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,17
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",7
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,9,9. Elementary occupations,32
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,-8,Does not apply,3243
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",514
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,2,2. Professional occupations,744
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,391
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,215
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,528
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",364
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,279
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",288
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,9,9. Elementary occupations,578
E12000009,South West,5,Africa: North Africa,-8,Does not apply,-8,Does not apply,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,-8,Does not apply,98
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",6
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,2,2. Professional occupations,10
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,4
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,2
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,5,5. Skilled trades occupations,3
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",4
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,5
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",2
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,9,9. Elementary occupations,8
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,-8,Does not apply,1192
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",54
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,2,2. Professional occupations,352
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,70
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,23
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,88
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",88
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,57
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",86
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,9,9. Elementary occupations,154
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,-8,Does not apply,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,-8,Does not apply,122
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",5
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,2,2. Professional occupations,21
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,19
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,3
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,5,5. Skilled trades occupations,12
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",26
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,8
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",4
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,9,9. Elementary occupations,16
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,-8,Does not apply,2145
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",119
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,2,2. Professional occupations,931
